date,IMOEX,SU26219RMFS4,SBER,LKOH,T,VTBR,OZON,YDEX,X5,SPBE,PLZL,PHOR,LQDT,TMOS,TGLD,RU000A108Q29,RU000A10CMR3,RU000A10DQA8,RU000A105QX1,SU26226RMFS9,SU26207RMFS9,SU26212RMFS9
2020-12-22,0.015716895034490586,-0.0007189072609633529,0.0009549639023644918,-0.004415660877244654,-0.002434724204516736,0.0006724045185584338,-0.010110294117647078,,,,-0.03501597444089455,0.020401757689893385,,0.007806691449814052,,,,,,0.0004999999999999449,0.0009431467606875188,0.001176873963285363
2020-12-23,0.004832440382393166,-0.0009172661870503473,0.030758662799572623,0.006702148630002069,-0.004208045783538172,0.019889799758097126,-0.0027855153203342198,,,,0.005926367368560559,0.00553675792063979,,0.008483954260420479,,,,,,-0.0027307774684086628,-0.0024393036096409526,-0.0010181414291002833
2020-12-24,-0.004680052888902497,2.7003186376051147e-05,-0.0028878193261755447,-0.0002937145094967786,-0.004817444219066935,-0.003030702332323054,-0.022656734947237744,,,,0.000230391995523771,-0.0419088406240441,,-0.001463057790782707,,,,,,8.94854586130922e-05,0.0010593220338983578,0.00018530529046589805
2020-12-25,0.002925656805318644,0.0008910810883790976,0.004901232734293659,9.793360101850723e-05,-0.005010615711252719,0.003172085646312439,0.0004763416957764832,,,,-0.0007897334649555887,-0.006704980842911823,,0.004029304029304015,,,,,,0.0007963493199714122,0.0013492063492062112,0.00041685965724869156
2020-12-28,0.0038812820552311944,0.00024280575539559202,0.01500147797812601,-0.000881316098707452,0.009388869921474807,0.0015810276679841806,0.04427868592286943,,,,-0.0005269050912205531,-0.004500160720025681,,0.004013133892739829,,,,,,-0.000455971890674034,-0.0012417109191301678,5.555812769109103e-05
2020-12-29,0.0048236395157950085,1.7981245560738657e-05,-0.009828904259191806,0.008134862295403389,-0.002113986132251,-0.006708760852407236,-0.017629179331307032,,,,0.0035584843492588725,0.017113335485954062,,0.00363372093023262,,,,,,0.0027013005599383355,0.0020280040912776798,0.0005277728909918178
2020-12-30,0.004382120946538004,-8.091415008670833e-05,-0.0012867647058824039,0.005152634649037591,8.473858147617364e-05,0.0037081181300488986,0.017790841584158334,,,,0.0010506270930461525,-0.004444444444444473,,0.006517016654598029,,,,,,0.0006155218554861897,-0.0003695816687492304,0.00036091728516152166
2021-01-04,0.01869553848866845,0.00031469160222985515,0.001288422602613748,0.008318019150788336,0.047703779020505044,0.0007916611690197417,-0.01823985408116735,,,,0.04611347982945224,0.016262755102040893,,0.01474820143884914,,,,,,0.0006240583405396904,0.002896126760563389,0.0014153954318807394
2021-01-05,0.0025787118975917345,0.000566266684643324,0.0117647058823529,0.0280095923261392,-0.007682976142337261,0.01371127224785762,0.036847809258399034,,,,0.0024767995986956226,0.05428302478820202,,0.002481389578163684,,,,,,0.0004543875123619312,0.00020188011831923092,0.0017090069284064757
2021-01-06,0.0035366089635771036,-0.0019134371799708338,-0.008248546511627874,0.003359149015582652,0.006438467807660997,-0.005462348809988304,-0.027325668209646103,,,,-0.01219702892885055,-0.014583333333333282,,0.005657708628005631,,,,,,-0.0014337875144714296,-0.0022114574557707822,0.0005994374510074341
2021-01-08,0.024855904575159515,0.003555195535754452,0.03924083098230313,0.03347902910815592,0.1843064215725969,0.018438603373872153,0.036690205710776747,,,,-0.025106854519550414,0.019027484143763207,,0.028481012658227778,,,,,,0.001658803699310596,1.7590149516300002e-05,-0.0011059907834102267
2021-01-11,0.008006205822589818,-0.00627802690582957,0.02062473558031308,0.007648699721047425,0.01538461538461533,0.024396507447354887,0.0016289056715534933,,,,0.006040530007794143,0.008002371072910464,,0.00786324786324788,,,,,,-0.00511952989360287,-0.0029375032980950566,-0.004428861413544816
2021-01-12,-0.00310985274861586,0.0,0.0017271753773877574,0.02178960528665841,-0.019461279461279513,0.007144647781398783,0.04390892962743931,,,,-0.004487055329588485,-0.016465745369009133,,-0.004748982360922582,,,,,,-0.0003221764811168759,-0.00012349163785196904,-0.0011306765523633189
2021-01-13,-0.00040038598361002986,-0.00143501805054147,-0.02141453153557027,0.005943016955077818,-0.010370166884142495,-0.01095208462974484,-0.01118821696643535,,,,0.0004215441486428162,0.01195814648729443,,0.0,,,,,,-0.001871016257251168,-0.0013938634719551368,-0.002931952717623254
2021-01-14,0.005933273011244022,-0.0029826194629477554,0.0035590950736488214,0.031624674196351066,0.04378903539208867,0.003523342141688701,0.041678602119736397,,,,-0.022429664203293065,-0.007976366322008821,,0.003408316291751756,,,,,,-0.0008699941701422187,-0.0016431676030954634,-0.0005862537455100236
2021-01-15,-0.01142988097454778,-0.0015682932799085947,-0.02770462446012867,-0.00816910897759815,0.08038029386343992,-0.007899686520376203,0.046473257252853006,,,,-0.01591511936339529,0.0050625372245383105,,-0.008152173913043459,,,,,,-0.003572775094705438,-0.0041854703123617165,-0.007374370338643743
2021-01-18,0.006076587606311357,-0.000526612068495913,0.010436980859516165,-0.0026322492994820257,0.06147692307692321,-0.010111223458038388,-0.0027591643673630095,,,,3.369272237185861e-05,0.02992592592592591,,0.00136986301369868,,,,,,-0.0013603603603603576,-0.0012173773958786827,0.001266333355220528
2021-01-19,-0.008263439249752369,0.001626090116279011,-0.005718574645269703,0.0032351438787672215,-0.056119195315670556,-0.01315117466802862,0.04664031620553355,,,,-0.010107476163202067,-0.014959723820483273,,-0.004103967168262668,,,,,,0.0011908091187109449,0.002553380782918113,0.0009930486593843213
2021-01-20,0.006845316752003283,0.00024487796914529625,0.005787411481361637,-0.004752206381534285,-0.026042626374301214,0.003752102471212382,0.007301107754279945,,,,0.02481195330315522,-0.006425233644859807,,0.006181318681318659,,,,,,0.00016218992440153457,0.0009672810528278397,0.001497454327642922
2021-01-21,-0.012729318103149923,-0.0019585441488494393,-0.019299499642602025,-0.01585948158253747,-0.05404553194172923,-0.02371745295179173,0.013996500874781326,,,,0.0002989040185983338,0.014991181657848296,,-0.015699658703071773,,,,,,9.009090172096279e-06,-0.0026330720947552733,-0.0028782894736841813
2021-01-22,-0.011613740150233642,-0.006268738075769997,-0.022412536443148556,-0.0052850459192513854,0.021666666666666723,-0.013203063110641677,-0.018979541533152622,,,,-0.014907533450645771,0.007819287576020795,,-0.009015256588072007,,,,,,-0.0045045045045044585,-0.005768940168357051,-0.005623242736644829
2021-01-25,0.004303974081562689,0.0005485463521668343,-0.010997204100652302,-0.0032227157913073956,0.015334420880913635,0.009365801445009314,0.008668341708542693,,,,0.01435793731041457,0.04626436781609189,,0.0024492652204339826,,,,,,-0.0017647058823528905,0.002583817612874295,0.0010367577756833501
2021-01-26,-0.0019779365882948152,0.0021655701754386136,0.015228043724085705,-0.022107654666200682,-0.019987146529562905,0.0,-0.028272512143479922,,,,0.00471823498139301,0.015380390002746491,,-0.0013961605584642545,,,,,,0.0029282444132179286,0.00034778266258839174,0.0021090292816119405
2021-01-27,-0.013902487937807573,-0.0016138296999371748,-0.014257072844731433,-0.017156643731569998,-0.008656305331497194,-0.017364793213149543,-0.08728531145860041,,,,-0.017130762616575423,-0.020016229375169003,,-0.010835372247466002,,,,,,-0.002955852044690288,-0.0015956782969922534,-0.002790461694571311
2021-01-28,-0.00048151404764884553,0.0,0.0017325800376646328,0.013728520774615838,0.009856452999933651,0.0006744907594766758,0.0801853672237045,,,,-0.012819650067294575,0.016284846812034237,,-0.0031802120141342094,,,,,,0.001350849040353319,-0.0008839364637183156,-0.000358027831953045
2021-01-29,-0.01942842780243037,0.001342465753424671,-0.029515716649120005,-0.0355156950672646,0.012314948251015423,-0.012267457535723891,-0.04784191367654711,,,,-0.024813388322710517,-0.010320478001086375,,-0.019496632399858216,,,,,,0.0013399728383882703,0.00017873100983023527,0.0008859649949575221
