portfolio,ret_daily,vol_daily,rf_daily,sharpe_daily_excess
max_sharpe,0.001203648231566504,0.0017373903345634897,0.000255708719199625,0.5456111349928995
robust,0.0014161596743392387,0.0020751510341611387,0.000255708719199625,0.5592127686304604
