run,final_value,mdd,mean_daily,vol_daily,turnover_total
max_sharpe,2.149389407046516,-0.08583026528302606,0.0009976091097327448,0.010445645232602932,12.291616031054577
robust,2.9089307323257607,-0.09464305252644989,0.001552044054590107,0.026245376511165448,7.166229763341177
