date,turnover,tc_cost,w_SU26219RMFS4,w_SBER,w_LKOH,w_T,w_VTBR,w_OZON,w_YDEX,w_X5,w_SPBE,w_PLZL,w_PHOR,w_LQDT,w_TMOS,w_TGLD,w_RU000A108Q29,w_RU000A10CMR3,w_RU000A10DQA8,w_RU000A105QX1,w_SU26226RMFS9,w_SU26207RMFS9,w_SU26212RMFS9
2024-05-06,0.1948650648603356,0.00019486506486033562,0.2,0.0,0.18827957665520503,0.0,0.0,0.2,0.0,0.0,1.6302974311433682e-17,0.07547470459247135,0.0,0.0,0.0,0.1604757332092433,0.0,0.0,0.0,0.0,0.17576998554307963,1.4944344203746175e-16,1.544452609621367e-16
2024-06-05,0.2703384397399285,0.0002703384397399285,0.2,0.14555961850580137,1.1800729590819743e-16,0.0,0.0,0.1999999999999999,0.0,0.0,0.08525455444337059,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.16918582705082802,3.470122287975189e-16,0.0
2024-07-05,0.22904182595647954,0.00022904182595647954,0.19999999999999915,0.19999999999999934,0.0,5.405494612867352e-16,2.8507036545915713e-16,5.187907606464371e-16,0.0,0.0,0.05621272848689134,1.2074115198882696e-16,3.322772422719881e-16,0.0,3.358180137289859e-16,0.19999999999999973,0.0,0.0,0.0,0.0,0.19999999999999857,0.14378727151310863,8.32255914968412e-16
2024-08-05,0.2499886354846422,0.0002499886354846422,0.19999999997819642,1.9258010607087545e-12,6.56282910553322e-14,1.5787762743580462e-12,1.7891348969071148e-12,2.885938873313785e-11,0.0,0.0,0.04901325822044069,0.0010873194912194262,0.0,0.1999999999920145,2.4477572211958736e-12,0.157210834937768,0.0,0.0,0.0,0.0,0.1999999998640292,0.19268858747989098,0.0
2024-09-03,0.050100577505931984,5.010057750593198e-05,0.19999999979961589,1.3852935857171545e-11,1.855163503188932e-11,1.7992861889174938e-11,1.7678442911696605e-11,1.518060815531351e-11,0.0,0.0,4.8254733542307804e-11,4.248690146109929e-10,1.3033626618892366e-11,0.19999999995711235,1.350057596114843e-11,0.1999999999698068,0.0,0.0,0.0,0.0,0.19999999982368222,0.199999999845068,2.1800339949148094e-11
2024-10-02,0.11342395106247288,0.00011342395106247289,0.2,0.0,0.03196024699496674,0.0,0.0,0.0,0.0,0.0,0.013390481498999648,0.011194189441291462,0.05687903318214094,0.19999999999999968,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.08657604888260023,0.0
2024-10-31,0.09985887079166679,9.985887079166679e-05,0.19999999999698706,1.5978597762998522e-12,0.0023708908893261987,1.6653837277874234e-12,1.8196265253646736e-12,1.7393787494893996e-12,0.0,0.0,1.749664408673844e-12,0.058168005760409286,1.570261794092239e-12,0.1999999999961069,1.6089596400925264e-12,0.1999999999965051,0.0,0.0,0.0,0.0,0.2,0.1394611033427893,1.733651911825046e-12
2024-11-29,0.09179341863124134,9.179341863124135e-05,0.19999999998968065,1.1659158959883315e-12,0.008833116934616891,1.2103251422339896e-12,1.464279443398528e-12,1.2616128923225473e-12,0.0,0.0,1.2313625675080293e-12,1.2095395981709308e-11,0.05654252961607267,0.19999999999504198,1.1509413292628308e-12,0.1999999999975481,0.0,0.0,0.0,0.0,0.1999999999986523,0.10583569047447297,0.028788662974334543
2024-12-28,0.4664655676302769,0.00046646556763027693,0.14236754930474244,0.057632450695271537,5.111588493834649e-15,1.6621695629206967e-13,8.659016274346128e-15,1.6065685200826753e-14,0.0,0.0,7.10598318953319e-15,5.085436200442426e-15,0.19999999999999032,2.57562089457607e-15,6.877173935822394e-14,2.6791296183598543e-15,0.0,0.0,0.0,0.0,0.19999999999996151,0.1999999999998409,0.1999999999999111
2025-01-31,0.5146128069268381,0.0005146128069268381,0.1,0.0,4.653293815714954e-17,0.03567862650523731,1.5484975005752348e-16,0.019550361924688342,0.0,0.0,0.059719425746905815,0.2,0.2,0.08234755400072502,0.0,0.0,0.0,0.0,0.0,0.11731683874946897,0.0,0.14470149807844698,0.04068569499452762
