portfolio,sum_w,max_w,top2_w,hhi,effective_n
max_sharpe,0.9999999999999999,0.20000000000000015,0.4000000000000002,0.16117845304724365,6.2043032495595805
robust,1.0,0.1999900591044923,0.3999796049274305,0.16116416595855193,6.204853256630132
