date,turnover,tc_cost,w_SU26219RMFS4,w_SBER,w_LKOH,w_T,w_VTBR,w_OZON,w_YDEX,w_X5,w_SPBE,w_PLZL,w_PHOR,w_LQDT,w_TMOS,w_TGLD,w_RU000A108Q29,w_RU000A10CMR3,w_RU000A10DQA8,w_RU000A105QX1,w_SU26226RMFS9,w_SU26207RMFS9,w_SU26212RMFS9
2023-01-09,0.800000000000189,0.000800000000000189,0.19999999999980056,0.12732518101357307,0.0,8.217614338274637e-15,0.0,0.029995588123919257,0.0,0.0,0.0,0.2,0.0611477341096633,0.0,0.10225503495805141,0.0,0.0,0.0,0.0,0.0,0.09782694990325493,0.08903764576418824,0.09241186612752023
2023-02-07,0.08407467602854946,8.407467602854946e-05,0.19164042282464588,0.18659300896381445,0.0,3.1248429453660153e-15,0.0,0.03005324440587577,0.0,0.0,0.0,0.19999999999999934,0.08589692590602603,0.0,0.08405878464203086,0.0,0.0,0.0,0.0,0.0,0.09760341422772414,0.08848375064356725,0.03567044838631468
2023-03-10,0.08121849440965535,8.121849440965535e-05,0.1737112017973155,0.1999999999999999,0.0,0.0,1.922487340790792e-16,0.005745921702269667,0.0,0.0,0.0,0.1998474994475193,0.1537084292794958,0.0,0.08396436504386007,0.0,0.0,0.0,0.0,0.0,0.09742115656478408,0.08501820578416854,0.0005832203805885942
2023-04-10,0.1552862138689453,0.00015528621386894532,0.16626889825397076,0.2,0.0738234231283701,0.0,0.0,1.2084672501341697e-15,0.0,0.0,0.0,0.15360794340363368,0.11184874975056953,0.0,0.16542715578443526,0.0,0.0,0.0,0.0,0.0,0.09017717351853356,0.03884665616048771,0.0
2023-05-11,0.19477224636047194,0.00019477224636047194,0.13716066201283633,0.1949051375066565,0.046261939731309945,5.664367011427833e-16,0.1483801897641033,0.0,0.0,0.0,0.0,0.2,0.037347604448216984,0.0,0.16537128018211214,0.0,0.0,0.0,0.0,0.0,0.07057318635476326,2.3369145534420983e-16,8.834540824273908e-16
2023-06-09,0.218256545111145,0.000218256545111145,0.1,0.1657253859609191,0.04598718258518886,0.15718972805317546,0.14517009048969798,0.026351446176073635,0.0,0.0,0.0,0.07077256896499026,0.03743425551222491,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05136934225772833,1.2037741634534756e-16,1.0417792053685596e-16
2023-07-11,0.15084948299841677,0.00015084948299841678,0.10000000000000016,0.15632237453019462,0.17712161688073216,0.11508651507395834,0.09039929079838498,0.0,0.0,0.0,0.0,0.09048761766786405,0.019290667888331035,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05129191716053424,2.313377403066574e-16,1.2679642465036966e-16
2023-08-09,0.23077102746628236,0.00023077102746628237,0.10000088248077908,0.06342680128739152,0.2,0.0,0.10161540253735699,0.17972537196305483,0.0,0.0,0.0,0.06769867851834832,0.03617484367210455,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05134106434746046,1.6955193514282695e-05,0.0
2023-09-07,0.023479252763064035,2.3479252763064036e-05,0.10013945571776108,0.04000829517433411,0.2,0.0,0.11697924513447554,0.17966462531304372,0.0,0.0,0.0,0.07145630175825941,0.036419073520479614,0.0,0.1999999999999992,0.0,0.0,0.0,0.0,0.0,0.05499000543655919,0.00027846153208534435,6.453641300226075e-05
2023-10-06,0.321891296581238,0.000321891296581238,0.1645202884754868,0.008988138970656501,0.2,2.8891740493461807e-15,6.424532968755709e-15,0.051083957670676826,0.0,0.0,0.0,0.06262868409101201,3.1987017474099896e-15,0.0,0.2,0.1999999999999915,0.0,0.0,0.0,0.0,0.10796926507660796,0.004809665715553713,1.7542377077917033e-15
2023-11-06,0.10017424351298894,0.00010017424351298894,0.18578906923098518,0.009205290072848987,0.19999999999999896,4.1323572652931806e-16,6.681468627943668e-16,0.0,0.0,0.0,0.0,0.013538398248713055,4.2845809089357274e-17,0.0,0.2,0.19999999999999946,0.0,0.0,0.0,0.0,0.12632855259616604,0.05142893766655101,0.013709752184737195
2023-12-05,0.20963204271111516,0.00020963204271111515,0.19999999999999762,0.009258897652301182,0.2,1.470152920700223e-15,7.0224038163293095e-15,0.00839610913365568,0.0,0.0,0.0,7.162649258378126e-15,0.0,0.0,0.003906355537588346,0.2,0.0,0.0,0.0,0.0,0.19325953589455203,0.14082829490457044,0.044350806877315185
2024-01-05,0.2212018580212352,0.00022120185802123522,0.1999560944826355,0.01613531732417461,0.0,0.0,4.2620887604314265e-15,0.15088784553772433,0.0,0.0,6.057730040943594e-14,0.0,0.0,0.0,0.0756481361496749,0.19999999999997697,0.0,0.0,0.0,0.0,0.1722719471066194,0.14092021623775935,0.04418044316145211
2024-02-05,0.2878170919986305,0.0002878170919986305,0.18188006850648766,0.0,0.08734591590025546,2.0600825773640164e-14,8.625756034106097e-15,0.04306705816181184,0.0,0.0,5.4073022811934445e-14,0.07611931224797178,0.0,0.0,0.2,0.19999999999999654,0.0,0.0,0.0,0.0,0.1721248882831594,0.03946275690024874,0.0
2024-03-06,0.06808378013302806,6.808378013302806e-05,0.1778302189698018,0.006032202674315633,0.08840250137633376,0.0,0.0,0.10404256168661419,0.0,0.0,0.0,0.02482268751194647,1.948845782318644e-05,0.0,0.19997128842845002,0.2,0.0,0.0,0.0,0.0,0.17202214490279344,0.02685690599192798,2.023516027812663e-15
